Date,Adj Close,Close,High,Low,Open,Volume
2026-02-19,120.5999984741211,120.5999984741211,121.80999755859376,118.41999816894533,121.73999786376952,3703500
2026-02-20,115.66000366210938,115.66000366210938,123.05999755859376,114.77999877929688,119.0199966430664,4549100
2026-02-23,102.61499786376952,102.61499786376952,113.87000274658205,101.43499755859376,113.87000274658205,11431200
2026-02-24,104.43000030517578,104.43000030517578,105.78099822998048,98.01000213623048,101.44000244140624,7572800
2026-02-25,110.33000183105467,110.33000183105467,110.8499984741211,104.43000030517578,104.87000274658205,6218700
2026-02-26,116.45999908447266,116.45999908447266,117.8499984741211,112.19000244140624,112.88999938964844,7108000
2026-02-27,111.95999908447266,111.95999908447266,113.47200012207033,109.4000015258789,112.75499725341795,4953900
2026-03-02,111.11000061035156,111.11000061035156,112.23400115966795,108.75,109.16999816894533,7207000
2026-03-03,111.7699966430664,111.7699966430664,113.93000030517578,105.16999816894533,106.66000366210938,5269900
2026-03-04,118.33000183105467,118.33000183105467,120.4000015258789,111.00299835205078,111.22000122070312,5190100
2026-03-05,122.36000061035156,122.36000061035156,125.20500183105467,118.5500030517578,118.5500030517578,4619900
2026-03-06,125.75,125.75,126.16999816894533,120.2699966430664,120.2699966430664,4045900
2026-03-09,128.55999755859375,128.55999755859375,128.69000244140625,124.08000183105467,124.08000183105467,4764200
2026-03-10,123.08000183105467,123.08000183105467,129.39999389648438,121.9499969482422,128.88999938964844,4011300
2026-03-11,127.48999786376952,127.48999786376952,127.7300033569336,123.25,124.3499984741211,3484700
2026-03-12,127.16000366210938,127.16000366210938,131.3300018310547,126.4499969482422,126.4499969482422,3628200
2026-03-13,124.5199966430664,124.5199966430664,129.77999877929688,123.23999786376952,127.23999786376952,3993000
2026-03-16,126.56999969482422,126.56999969482422,129.25999450683594,125.38500213623048,125.80999755859376,3683200
2026-03-17,128.8699951171875,128.8699951171875,132.14999389648438,126.01000213623048,126.44000244140624,2933400
2026-03-18,131.25999450683594,131.25999450683594,133.60000610351562,127.39099884033205,127.39099884033205,3454300
2026-03-19,129.94000244140625,129.94000244140625,133.39999389648438,126.7300033569336,130.85000610351562,4034400
2026-03-20,125.08000183105467,125.08000183105467,128.4499969482422,124.47000122070312,128.16000366210938,10459700
2026-03-23,129.22999572753906,129.22999572753906,130.5800018310547,124.0,125.9749984741211,3549700
2026-03-24,122.56999969482422,122.56999969482422,128.33999633789062,121.71499633789062,128.3000030517578,4005800
2026-03-25,123.29000091552734,123.29000091552734,127.47000122070312,122.12000274658205,124.91000366210938,3565500
2026-03-26,124.3000030517578,124.3000030517578,127.4459991455078,121.08000183105467,122.38999938964844,3443900
2026-03-27,114.4800033569336,114.4800033569336,120.63999938964844,112.66000366210938,120.0,6127500
2026-03-30,115.80999755859376,115.80999755859376,119.56800079345705,113.11000061035156,115.95999908447266,5547000
2026-03-31,118.0500030517578,118.0500030517578,119.93499755859376,114.5199966430664,116.8949966430664,3745800
2026-04-01,118.66999816894533,118.66999816894533,121.98999786376952,116.98999786376952,120.52999877929688,3600300
2026-04-02,120.36000061035156,120.36000061035156,121.4499969482422,113.70999908447266,117.27999877929688,3318000
2026-04-06,116.5,116.5,119.0999984741211,114.55999755859376,117.25,3414500
2026-04-07,116.54000091552734,116.54000091552734,117.91000366210938,111.69499969482422,115.0,3881800
2026-04-08,116.5,116.5,123.31999969482422,116.0999984741211,122.46800231933594,3861600
2026-04-09,108.9800033569336,108.9800033569336,119.4499969482422,108.51000213623048,118.68000030517578,6315200
2026-04-10,105.37000274658205,105.37000274658205,109.61000061035156,100.79499816894533,109.0,7718700
2026-04-13,110.08000183105467,110.08000183105467,110.2699966430664,103.3000030517578,105.33000183105467,4502400
2026-04-14,110.56999969482422,110.56999969482422,113.16000366210938,108.79000091552734,110.24500274658205,4158100
2026-04-15,121.05999755859376,121.05999755859376,121.18000030517578,112.4499969482422,113.98999786376952,5483000
2026-04-16,123.47000122070312,123.47000122070312,128.75,122.59500122070312,128.38999938964844,6308200
2026-04-17,126.61000061035156,126.61000061035156,128.42999267578125,123.80999755859376,126.6500015258789,4050600
2026-04-20,129.74000549316406,129.74000549316406,129.82000732421875,123.5,125.01000213623048,3921000
2026-04-21,129.2899932861328,129.2899932861328,135.9600067138672,128.6699981689453,131.33999633789062,4722800
2026-04-22,132.13999938964844,132.13999938964844,133.3249969482422,129.36000061035156,129.58999633789062,4649400
2026-04-23,127.86000061035156,127.86000061035156,130.0,124.4499969482422,127.83000183105467,6160300
2026-04-24,129.47999572753906,129.47999572753906,129.61000061035156,124.31999969482422,128.1300048828125,3195600
2026-04-27,132.66000366210938,132.66000366210938,133.5800018310547,128.0,129.39999389648438,3687900
2026-04-28,131.5500030517578,131.5500030517578,136.0,131.05999755859375,133.39999389648438,3296100
2026-04-29,133.97999572753906,133.97999572753906,134.6300048828125,128.67999267578125,130.35000610351562,3488000
2026-04-30,132.19000244140625,132.19000244140625,137.0,128.0,133.0500030517578,7160500
2026-05-01,140.52999877929688,140.52999877929688,142.75,135.3800048828125,138.5,6247800
2026-05-04,146.69000244140625,146.69000244140625,147.3300018310547,139.00999450683594,141.52499389648438,6723800
2026-05-05,145.72999572753906,145.72999572753906,150.0,144.5,147.7100067138672,5431300
2026-05-06,143.7100067138672,143.7100067138672,145.69000244140625,140.71400451660156,143.72000122070312,8224000
2026-05-07,188.72999572753903,188.72999572753903,198.6000061035156,179.47000122070312,187.9900054931641,25970000
2026-05-08,200.16000366210932,200.16000366210932,200.3600006103516,185.0,185.5,12042600
2026-05-11,202.32000732421875,202.32000732421875,203.5800018310547,193.16000366210932,196.259994506836,7740100
2026-05-12,199.94000244140625,199.94000244140625,203.0,195.009994506836,200.6999969482422,4803600
2026-05-13,205.3099975585937,205.3099975585937,205.43800354003903,195.38999938964844,199.4900054931641,4578300
2026-05-14,202.83999633789065,202.83999633789065,205.0,197.5500030517578,204.4499969482422,4939900
2026-05-15,207.97999572753903,207.97999572753903,211.27999877929688,199.91000366210932,200.4900054931641,5493000
2026-05-18,208.82000732421875,208.82000732421875,210.8249969482422,203.1999969482422,205.13999938964844,5553100
2026-05-19,215.1499938964844,215.1499938964844,215.67999267578125,207.1000061035156,210.24899291992188,7169200
2026-05-20,212.2400054931641,212.2400054931641,220.3500061035156,210.5599975585937,212.38999938964844,5274500
2026-05-21,218.0399932861328,218.0399932861328,219.15499877929688,209.5599975585937,211.5,4179200
2026-05-22,222.32000732421875,222.32000732421875,224.7689971923828,218.72000122070312,220.947998046875,4870800
2026-05-26,223.6499938964844,223.6499938964844,225.8999938964844,218.3300018310547,222.4949951171875,3631100
2026-05-27,221.8099975585937,221.8099975585937,226.47999572753903,219.4900054931641,221.16000366210932,4577500
2026-05-28,225.2400054931641,225.2400054931641,235.0,222.3500061035156,232.6300048828125,5949800
2026-05-29,247.3500061035156,247.3500061035156,249.8070068359375,228.5,234.0,9416200
2026-06-01,277.489990234375,277.489990234375,278.7049865722656,249.44000244140625,251.7749938964844,11191000
2026-06-02,269.1300048828125,269.1300048828125,274.9800109863281,260.3699951171875,264.25,9011200
2026-06-03,250.3300018310547,250.3300018310547,262.20001220703125,245.6300048828125,260.2749938964844,8862600
2026-06-04,243.6000061035156,243.6000061035156,251.3999938964844,240.2899932861328,250.07000732421875,6976900
2026-06-05,234.1100006103516,234.1100006103516,241.6100006103516,230.57000732421875,237.3999938964844,6792800
2026-06-08,231.67999267578125,231.67999267578125,240.7899932861328,228.7400054931641,236.72000122070312,5632700
2026-06-09,227.33999633789065,227.33999633789065,236.8300018310547,219.0800018310547,230.4499969482422,4519300
2026-06-10,227.6300048828125,227.6300048828125,234.2610015869141,220.0,224.8600006103516,3525200
2026-06-11,234.2400054931641,234.2400054931641,234.77999877929688,224.52999877929688,228.63999938964844,5042000
2026-06-12,229.8999938964844,229.8999938964844,236.8099975585937,227.2350006103516,235.42999267578125,5754100
2026-06-15,233.08999633789065,233.08999633789065,238.6699981689453,228.25,236.0,5812800
2026-06-16,231.1100006103516,231.1100006103516,236.5200042724609,225.19000244140625,233.2250061035156,4190700
2026-06-17,226.6300048828125,226.6300048828125,236.0,225.8300018310547,231.0,3539100
2026-06-18,223.0,223.0,225.5850067138672,215.3000030517578,224.0399932861328,8482300
2026-06-22,221.3699951171875,221.3699951171875,228.3789978027344,216.4600067138672,221.76499938964844,4290900
2026-06-23,220.57000732421875,220.57000732421875,225.67999267578125,219.44000244140625,221.0599975585937,3280500
2026-06-24,222.6499938964844,222.6499938964844,225.69000244140625,218.0,218.1999969482422,2204000
2026-06-25,220.94000244140625,220.94000244140625,223.677001953125,212.72999572753903,218.0399932861328,2837900
2026-06-26,239.7700042724609,239.7700042724609,242.0399932861328,223.67999267578125,224.94000244140625,9628000
2026-06-29,248.57000732421875,248.57000732421875,252.25,240.1300048828125,245.0,5300300
2026-06-30,260.3599853515625,260.3599853515625,261.3099975585937,245.0,246.5,5520100
2026-07-01,264.4800109863281,264.4800109863281,271.260009765625,261.5,268.3900146484375,3590700
2026-07-02,260.3599853515625,260.3599853515625,266.1300048828125,257.2850036621094,261.739990234375,3036700
2026-07-06,255.3699951171875,255.3699951171875,262.8399963378906,248.009994506836,249.78500366210932,4756600
2026-07-07,256.8099975585937,256.8099975585937,269.95001220703125,254.8699951171875,257.1300048828125,5367400
2026-07-08,261.0899963378906,261.0899963378906,261.8900146484375,249.7400054931641,252.5,3467000
2026-07-09,269.0,269.0,271.2699890136719,256.0,258.1099853515625,6238000
2026-07-10,257.5400085449219,257.5400085449219,271.5400085449219,255.38999938964844,270.4100036621094,5136100
2026-07-13,260.239990234375,260.239990234375,264.2699890136719,250.13999938964844,256.7099914550781,4213500
2026-07-14,270.7300109863281,270.7300109863281,271.1199951171875,252.0200042724609,255.5850067138672,4101000
2026-07-15,264.4599914550781,264.4599914550781,276.70001220703125,261.2250061035156,274.0,3229100
2026-07-16,262.32000732421875,262.32000732421875,266.9100036621094,254.5399932861328,264.82000732421875,3167300
2026-07-17,258.69000244140625,258.69000244140625,264.4750061035156,248.6100006103516,255.8999938964844,3509000
2026-07-20,263.20001220703125,263.20001220703125,268.8299865722656,257.07501220703125,258.5899963378906,3285500
2026-07-21,254.7899932861328,254.7899932861328,263.32000732421875,251.8300018310547,258.5,4504300
2026-07-22,245.7700042724609,245.7700042724609,252.25999450683597,243.6199951171875,251.7700042724609,3870600
2026-07-23,244.38999938964844,244.38999938964844,248.97000122070312,241.9600067138672,246.57000732421875,2446800
